"ind_ID","pot_ID","pot_number","sp","sp_group","Richness","CRichGroup","Group","Comp","mean_phydist","ABM","UBM","LTO","MLA","SLA","LDMC","SSD","Chl","Height","SRL","RD","RTD","SRA","Above_PC1","Above_PC2","Below_PC1","Below_PC2"
"CT-R1-G0-CG-181206","CT-R1-G0-CG-3",3,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.07,1.02,0.772856800969326,-0.390007474930378,-0.762857244563393,1.27115060722098,0.069123653042134,-0.440181346523014,-0.601444277430063,-0.850011790514428,1.15061082470156,-0.459613239384382,-0.333116492696366,-0.973187106695106,-0.425109146433099,0.119854020568723,-1.14186788137604
"CT-R1-G0-CG-181207","CT-R1-G0-CG-3",3,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,4.01,1.22,2.03300896762075,1.18773436751311,-0.565214516527556,1.83213942289587,1.35701142124778,-0.494672415733625,-0.184171454611758,1.59216871642285,-1.68419637006278,0.672518609656353,0.735262426072683,-1.12760319577152,-0.30577611854788,0.00236163497823069,1.83901023881299
"CT-R1-G0-CG-181208","CT-R1-G0-CG-3",3,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.23,0.6,NA,NA,NA,NA,-1.12854976121405,NA,-0.966557997396079,-0.114318090609377,-0.487132989239809,0.715245539640249,-0.463469322687134,NA,NA,-0.657674624152191,0.353417440492095
"CT-R1-G0-CG-181209","CT-R1-G0-CG-3",3,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,0.26,0.82,0.909975391785443,-0.375133589543616,-0.152852748125019,1.60671787697211,1.06459245439093,0.159220414793699,-0.889853434378008,1.79153928016908,-1.04639436686131,-0.797038446839609,1.66959625181775,-1.0642473490107,-0.353538907193907,1.27492965244205,1.29765864061847
"CT-R1-G0-CG-182829","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.04,1.27,0.466532945266928,-0.710795003047844,-1.08439558863217,0.422286483009548,1.3188698182101,-0.794373296391982,-0.810080688839215,-1.03983766615899,1.21203362162949,-0.285836269858173,-0.55812884373554,-1.09789864187367,-0.00564968578705113,-0.0882832299494982,-1.23466518230162
"CT-R1-G0-CG-182830","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,10.09,8.11,1.46329738199796,-0.362524086708272,-1.07751295654902,0.979552168614739,1.27346314938925,0.200088716701657,0.128783162501971,0.366094303355965,0.0386627372107355,-0.648318441406305,0.606974117638677,-1.30800990868845,-0.272421305505173,0.657522499874995,0.0309072166649541
"CT-R1-G0-CG-182831","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,9.79,5.3,1.12096258325294,0.0397368136023504,-1.085116543995,1.31268357381029,1.4651663832745,-0.644522856062803,0.147192257626308,-0.485435014032983,0.644242945302475,-0.339475367046756,-0.147121297000696,-1.31746760490855,0.165923352432695,0.122513441438748,-0.659836449588034
"CT-R1-G0-CG-182832","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,5.77,2.46,0.969762791273005,-0.352933760608151,-1.15280527508149,1.3005424954248,1.53246279726801,-0.263085371588531,-0.168830542008144,-0.484943596824138,0.273396145335497,0.122316721191685,-0.397227475192069,-1.42174768626218,0.0118786772884299,-0.276853504566548,-0.36407097429239
"CT-R1-G0-CG-182833","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,3.93,3.26,1.19413866715392,0.0941214608042565,-0.806550357382516,1.11706028425781,1.7371560709974,0.0502382763724785,-0.699626118093193,-0.239047749415105,-0.0936598552068063,0.30201197580356,-0.325289069621601,-1.18523726239578,-0.288479698530806,-0.350748659834312,-0.00578196105301752
"CT-R1-G0-CG-182835","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,8.35,4.61,1.5087727390965,-0.0550120562942134,-1.16937682374289,1.17891273639912,1.48962001404726,-0.63090008876015,0.0612831470460687,0.520868232152799,-0.915137936781956,0.592231462900731,0.040807907134193,-1.40637697452,-0.0196142294999783,-0.331661991789729,0.876031470305383
"CT-R1-G0-CG-182836","CT-R1-G0-CG-4",4,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,8.55,5.07,1.18767516409485,-0.408788530209781,-1.31436354101509,1.26090341830233,1.71441237619073,-0.126857698562005,0.168669535271368,-0.295887394643578,-0.169061225013221,0.479980901848991,-0.460962695868985,-1.54810928223835,0.0588295293720175,-0.520723947639545,0.0429291600915485
"CT-R1-G0-CG-181218","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,3.08,1.45,1.21560672935241,-0.637624366876552,-1.31205740759131,1.27468494124522,1.74994940060549,0.118352112885741,-0.494057889204764,-0.215249614881313,0.00531554852180253,0.135492461253067,-0.218585960968357,-1.62642320834019,-0.260106982740789,-0.20113413109788,-0.0814405834575733
"CT-R1-G0-CG-181219","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.13,0.98,0.653743681674518,-0.684845869689678,-0.72232323868474,0.732413745878638,1.43011616040332,0.622394503083886,-0.742580673383313,0.590384718158295,-1.09757015909441,0.818388716374487,-0.0339551723204429,-1.06340436286733,-0.354316357073148,-0.493080064706621,1.05485933498028
"CT-R1-G0-CG-181220","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.45,1.86,1.14658575426403,-0.578128825329506,-1.09500211871918,1.37693819018225,0.699068758613212,0.022992741767173,-0.441898786352475,0.56994438058408,-0.88587770372275,0.480747237533076,0.13507797083726,-1.35162970748576,-0.470866332049956,-0.221755665143994,0.862065408588431
"CT-R1-G0-CG-181221","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,4.75,2.09,0.830797484505704,-0.565252924546937,-1.20738739589258,1.22022421138196,1.6086277315698,0.172843182096351,-0.43576242131103,-0.0222071004770092,-0.350901134915573,0.394628823349149,-0.226140204418068,-1.4484939399415,-0.150851313323403,-0.356485075915337,0.260463878931989
"CT-R1-G0-CG-181223","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,10.66,4.82,1.36842239744337,0.0176257839826274,-0.705492472498305,1.14868527384809,1.58062591688623,0.349939157030835,-0.0614441537828445,0.199260685058171,-0.919580279857746,1.00821966486538,-0.406345760209346,-1.16361878562653,-0.216449383870502,-0.791457237454172,0.802681881822872
"CT-R1-G0-CG-181224","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,2.77,1.62,2.78392946627238,-0.374423195017681,-0.896205569108722,1.15426842107309,1.6006938919227,0.349939157030835,-0.659739745323796,-0.900207510813326,-0.147915671972459,1.21774834176246,-1.27737912435689,-1.61760621481404,-0.959448165848556,-1.34775648988306,-0.119777958842692
"CT-R1-G0-CG-181225","CT-R1-G0-CG-5",5,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,4.92,3.04,0.949910603800513,-0.444397055822266,-1.17926571863497,1.17944159524534,0.739682503725699,0.0502382763724785,-0.291557842837057,-0.485045031247443,0.254382916971114,0.147087784306723,-0.410731020550031,-1.24583513788356,-0.368208533505418,-0.298180425045661,-0.348758261400061
"CT-R1-G0-CG-181226","CT-R1-G0-CG-6",6,"CG","SS-HA-CM-CG-QC-CS-LH-ED-DO-QS",1,"CT-R1-G0",0,TRUE,0,1.92,1.12,1.21329833510594,-0.606801137733355,-0.730903395182442,0.934261747047815,0.732298183641248,0.826736012623675,-0.88064888681584,-1.52617248461788,1.13586224568994,0.415542232732586,-1.2735338455894,-1.07237516469224,-0.869171364457614,-0.848219908692659,-1.29295415840279
